Route Name,Ascent Label,Ascent ID,Ascent Link,Ascent Type,Route Grade,Ascent Grade,Route Gear Style,Ascent Gear Style,Route Height,Ascent Height,# Ascents,Route Stars,Route ID,Route Link,Country,Country Link,Crag Name,Crag Link,Crag Path,With,Comment,Quality,Ascent Date,Log Date,Shot
Fem-ho bé,,9807406284,http://www.thecrag.com/ascent/9807406284,Flash,6B,,Boulder,Boulder,4m,,1,**,6583429362,http://www.thecrag.com/route/6583429362,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 40. El Racó,"Ana Mestre,  Marc Klingenberg,  Quim Picó Mora,  Ferran Noguera","Risky and power start movement, pretty dyno. Good but thank God I could catch the good hand on the dyno.",Very Good,2024-06-16T00:00:00Z,2024-06-16T21:49:37Z,
Espai terra,,9807403134,http://www.thecrag.com/ascent/9807403134,Flash,6A,,Boulder,Boulder,4m,,1,**,6583432488,http://www.thecrag.com/route/6583432488,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 40. El Racó,"Ana Mestre,  Marc Klingenberg,  Quim Picó Mora,  Ferran Noguera","Powerful start, where a usage of a right heel helps a lot.",Very Good,2024-06-16T00:00:00Z,2024-06-16T21:48:33Z,
Le crunch,,9807398982,http://www.thecrag.com/ascent/9807398982,Flash,6A,,Boulder,Boulder,4m,,1,**,6583419162,http://www.thecrag.com/route/6583419162,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 39. La Tanca,"Ana Mestre,  Marc Klingenberg,  Quim Picó Mora,  Ferran Noguera","Interesting and powerful movements, with a usage of a beautiful heel.",Very Good,2024-06-16T00:00:00Z,2024-06-16T21:46:11Z,
Si l'encerto l'encadeno,,9807395697,http://www.thecrag.com/ascent/9807395697,Flash,6B+,,Boulder,Boulder,4m,,1,*,6583419261,http://www.thecrag.com/route/6583419261,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 39. La Tanca,"Ana Mestre,  Marc Klingenberg,  Quim Picó Mora,  Ferran Noguera","Not sure if I did it correctly (we think so) but it was just on single movement, that if you are a bit taller it's easy enough. Hard to say that it's a 6B+.",Good,2024-06-16T00:00:00Z,2024-06-16T21:45:05Z,
Nice life,,9807385479,http://www.thecrag.com/ascent/9807385479,Attempt,6A+,,Boulder,Boulder,3m,,2,***,8557632063,http://www.thecrag.com/route/8557632063,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 55. La Piràmide,"Ana Mestre,  Marc Klingenberg,  Quim Picó Mora,  Ferran Noguera","Today, after several months I came back, and I could do more moves than the previous day but still not possible.",Mega Classic,2024-06-16T00:00:00Z,2024-06-16T21:41:25Z,
El cremat,,9807367833,http://www.thecrag.com/ascent/9807367833,Attempt,6A+,,Boulder,Boulder,5m,,2,***,9807356238,http://www.thecrag.com/route/9807356238,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 82. La Travesia,"Ana Mestre,  Marc Klingenberg,  Quim Picó Mora,  Ferran Noguera","Great route, very happy about the result even though I couldn't send it. The last 3 attempts I was able the send the whole route except for the top out, where I would say it's the hardest part (both physical and mental)",Classic,2024-06-16T00:00:00Z,2024-06-16T21:35:53Z,
L'ovella,,9806150355,http://www.thecrag.com/ascent/9806150355,Send,5+,,Boulder,Boulder,3m,,1,*,9806037093,http://www.thecrag.com/route/9806037093,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 81. L'Ovella Negra,"Ana Mestre,  Marc Klingenberg,  Quim Picó Mora,  Ferran Noguera","A harder than expected 5+. I didn't like it that much, but could it send it in the end.",Good,2024-06-16T00:00:00Z,2024-06-16T20:01:13Z,
La rampa,,9805752015,http://www.thecrag.com/ascent/9805752015,Flash,3+,,Boulder,Boulder,4m,,1,***,9805685946,http://www.thecrag.com/route/9805685946,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 29. La Rampa,"Ana Mestre,  Marc Klingenberg,  Quim Picó Mora,  Ferran Noguera","Easy slab, same as Little Holes, but a bit harder. But nothing crazy.",Classic,2024-06-16T00:00:00Z,2024-06-16T19:43:49Z,
Little holes,,9805716966,http://www.thecrag.com/ascent/9805716966,Flash,3+,,Boulder,Boulder,4m,,1,***,9805663287,http://www.thecrag.com/route/9805663287,Spain,http://www.thecrag.com/area/11747395,La Riba,http://www.thecrag.com/area/14157985,La Riba - Clot d'en Goda - 29. La Rampa,"Ana Mestre,  Marc Klingenberg,  Quim Picó Mora,  Ferran Noguera",Easy slab with a tone of options for both hands and feet.,Classic,2024-06-16T00:00:00Z,2024-06-16T19:42:28Z,
70.2 white,,9768468399,http://www.thecrag.com/ascent/9768468399,Attempt,7a+,,Sport,Sport,19m,,2,***,9768466140,http://www.thecrag.com/route/9768466140,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,Genís,"Phenomenal route, easy to read but very physical. You need to very focus and fresh to send it.",Mega Classic,2024-06-09T00:00:00Z,2024-06-09T21:17:30Z,
80.1.1 pink,,9768460074,http://www.thecrag.com/ascent/9768460074,Hang dog,7a,,Sport,Sport,18m,,1,***,9768448371,http://www.thecrag.com/route/9768448371,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,Genís,"Very nice route, and pumpy at the same time. I feel that I could send it but I was so tired and my hands could handle the sweat of today.",Classic,2024-06-09T00:00:00Z,2024-06-09T21:10:49Z,
49.1 purple,,9768458166,http://www.thecrag.com/ascent/9768458166,Onsight,7a,,Sport,Sport,17m,,1,***,9768448290,http://www.thecrag.com/route/9768448290,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,Genís,"Very 7a on-sight! My style definitely, where balance is purely crucial.",Mega Classic,2024-06-09T00:00:00Z,2024-06-09T21:09:14Z,
100.1 blue,,9768455442,http://www.thecrag.com/ascent/9768455442,Onsight,6c,,Sport,Sport,17m,,1,**,9768448209,http://www.thecrag.com/route/9768448209,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,Genís,"Cool 6c, a bit more difficult that expected. I got tired very fast, but could send it anyway.",Very Good,2024-06-09T00:00:00Z,2024-06-09T21:08:30Z,
99.2 red,,9768454056,http://www.thecrag.com/ascent/9768454056,Onsight,6a,,Sport,Sport,17m,,1,**,9768448128,http://www.thecrag.com/route/9768448128,Spain,http://www.thecrag.com/area/11747395,Sharma Climbing BCN Gavá,http://www.thecrag.com/area/3020335353,Sharma Climbing BCN Gavá,Genís,Nice 6a for warm-up. Very readable.,Very Good,2024-06-09T00:00:00Z,2024-06-09T21:07:54Z,
Pumuki,,9756907485,http://www.thecrag.com/ascent/9756907485,Hang dog,6c/c+,,Sport,Sport,15m,,3,**,9455205288,http://www.thecrag.com/route/9455205288,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Quim Picó Mora,  Marc Klingenberg,  Genís","Nice on-sight attempt. Cool route, very recommended with a hard crux.",Classic,2024-06-07T00:00:00Z,2024-06-07T19:03:49Z,
Ball de la rana,,9756638754,http://www.thecrag.com/ascent/9756638754,Hang dog,6c,,Sport,Sport,15m,,3,**,5312674317,http://www.thecrag.com/route/5312674317,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Quim Picó Mora,  Marc Klingenberg,  Genís","Today, in my second attempt to the route, I could pass to the crux but I was sooo pumped that I couldn't handle it and I fell.",Classic,2024-06-07T00:00:00Z,2024-06-07T16:32:42Z,
Carcosa,,9756452376,http://www.thecrag.com/ascent/9756452376,Red point,6b/b+,,Sport,Sport,12m,,2,*,5312155767,http://www.thecrag.com/route/5312155767,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Mirador,"Quim Picó Mora,  Marc Klingenberg,  Genís","After a correct read in the second bolt, going left, I could send the route. Not much recommended.",Good,2024-06-07T00:00:00Z,2024-06-07T15:40:34Z,
Carcosa,,9756451164,http://www.thecrag.com/ascent/9756451164,Attempt,6b/b+,,Sport,Sport,12m,,2,*,5312155767,http://www.thecrag.com/route/5312155767,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Mirador,"Quim Picó Mora,  Marc Klingenberg,  Genís","Wrong on-sight try where I went to high in the second bolt. But read the beta, and went down for a second try.",Good,2024-06-07T00:00:00Z,2024-06-07T15:40:00Z,
Ball de la rana,,9725276649,http://www.thecrag.com/ascent/9725276649,Hang dog,6c,,Sport,Sport,15m,,3,**,5312674317,http://www.thecrag.com/route/5312674317,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Marc Klingenberg,  Genís,  Quim Picó Mora",I like it but I was a bit pumped because of a wrong management of the strength during the first bolts. The overhanging part is easy since the hands are incredibly good. I'll try to red point it the next day!,Classic,2024-05-31T00:00:00Z,2024-05-31T19:35:22Z,
Macnolo,,9724149270,http://www.thecrag.com/ascent/9724149270,Onsight,6c+,,Sport,Sport,15m,,1,**,9463162164,http://www.thecrag.com/route/9463162164,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Mirador,"Marc Klingenberg,  Genís,  Quim Picó Mora","Pretty physical part from the 4th to the 5th bolt, where the whole 6c+ is there. Afterwards, it's very easy.",Classic,2024-05-31T00:00:00Z,2024-05-31T18:06:20Z,
Master Xof,,9723974436,http://www.thecrag.com/ascent/9723974436,Onsight,6b+,,Sport,Sport,40m,,1,**,6119343222,http://www.thecrag.com/route/6119343222,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Mirador,"Marc Klingenberg,  Genís,  Quim Picó Mora","What a fantastic long route! Very recommended for all publics. The second pitch is a bit difficult at the beginning, but later is a soft 6b+.
1:
2:",Classic,2024-05-31T00:00:00Z,2024-05-31T18:03:49Z,
Johnny Boter,,9687397743,http://www.thecrag.com/ascent/9687397743,Onsight,6c+,,Sport,Sport,20m,,1,**,259789302,http://www.thecrag.com/route/259789302,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Oest - Vermell del Xincarró - El Vermell del Xincarró - Dreta,Marc Klingenberg,"The first 4 bolts are easy using the clear crag. Afterwards, there is a beautiful slab where you need to be extremely precise. The last movement to the anchor is easy.",Mega Classic,2024-05-25T00:00:00Z,2024-05-25T15:48:28Z,
El perfecto espolón,,9687164001,http://www.thecrag.com/ascent/9687164001,Hang dog,6c,,Sport,Sport,25m,,1,***,264168165,http://www.thecrag.com/route/264168165,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Oest - Vermell del Xincarró - El Vermell del Xincarró - Esquerra,Marc Klingenberg,"As usual, Montserrat routes, where are difficult to read. However, if you find what you need to do, it's a nice and expected 6c. I will come back for a second attempt.",Classic,2024-05-25T00:00:00Z,2024-05-25T14:25:07Z,
silvia,,9686446488,http://www.thecrag.com/ascent/9686446488,Hang dog,6a+,,Sport,Sport,20m,,1,**,164505735,http://www.thecrag.com/route/164505735,Spain,http://www.thecrag.com/area/11747395,Montserrat,http://www.thecrag.com/area/11882185,Montserrat - Montserrat Oest - Vermell del Xincarró - El Vermell del Xincarró - Esquerra,Marc Klingenberg,"Nice route, but couldn't read the 3rd bolt, where the crux is. The rest is doable enough.",Classic,2024-05-25T00:00:00Z,2024-05-25T10:37:57Z,
27,,9678996204,http://www.thecrag.com/ascent/9678996204,Hang dog,7a,,Sport,Sport,23m,,2,**,157182543,http://www.thecrag.com/route/157182543,Spain,http://www.thecrag.com/area/11747395,Gelida,http://www.thecrag.com/area/103094418,Gelida - Paret de Font Freda,Genís,"Very nice route, I really like how I manage it on my on-sight attempt. However I had a 10m fall from the 4th bolt because a reading error. I can see it as a nice project for future sessions.",Classic,2024-05-23T00:00:00Z,2024-05-23T21:23:31Z,
Bavaresa,,9677837775,http://www.thecrag.com/ascent/9677837775,Hang dog,6a+,,Sport,Sport,15m,,1,*,157184310,http://www.thecrag.com/route/157184310,Spain,http://www.thecrag.com/area/11747395,Gelida,http://www.thecrag.com/area/103094418,Gelida - Paret de Font Freda,Genís,"First route of the day, more physical that I was expecting. I fell in the 5th bolt because of a wrong reading. Recommended route.",Very Good,2024-05-23T00:00:00Z,2024-05-23T17:21:50Z,
Benito Kamela,,9653461098,http://www.thecrag.com/ascent/9653461098,Onsight,6a+,,Sport,Sport,12m,,2,*,5312700129,http://www.thecrag.com/route/5312700129,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Marc Klingenberg,  Genís,  Ana Mestre",Good crack and intuitive,Classic,2024-05-19T00:00:00Z,2024-05-19T13:10:16Z,
Rodrigo a ratos,,9653149707,http://www.thecrag.com/ascent/9653149707,Onsight,6a+/b,,Sport,Sport,15m,,1,**,5312694870,http://www.thecrag.com/route/5312694870,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Marc Klingenberg,  Genís,  Ana Mestre",Very nice route! Not super technical but physical at the same time. Great one!,Classic,2024-05-19T00:00:00Z,2024-05-19T11:56:17Z,
Generación pantalla,,9652726851,http://www.thecrag.com/ascent/9652726851,Onsight,5+,,Sport,Sport,15m,,2,**,6119356167,http://www.thecrag.com/route/6119356167,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Marc Klingenberg,  Genís,  Ana Mestre","After several weeks without climbing, and easy and very soft start of the day.",Classic,2024-05-19T00:00:00Z,2024-05-19T10:20:25Z,
La reina dels popots,,9453161613,http://www.thecrag.com/ascent/9453161613,Onsight,6b,,Sport,Sport,17m,,1,**,348579870,http://www.thecrag.com/route/348579870,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Quim Picó Mora,  Marc Klingenberg,  Genís","Difficult beginning, a bit physical, but with okish hands. The last part is also difficult but not impossible.",Very Good,2024-04-14T00:00:00Z,2024-04-14T17:21:06Z,
Skins,,9453141954,http://www.thecrag.com/ascent/9453141954,Onsight,6b,,Sport,Sport,15m,,1,**,348579957,http://www.thecrag.com/route/348579957,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Quim Picó Mora,  Marc Klingenberg,  Genís",Physical route but incredibly good hands. Really fun and recommended route.,Classic,2024-04-14T00:00:00Z,2024-04-14T17:18:22Z,
Sherlock,,9452142000,http://www.thecrag.com/ascent/9452142000,Red point,6c,,Sport,Sport,25m,,2,**,348551010,http://www.thecrag.com/route/348551010,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Quim Picó Mora,  Marc Klingenberg,  Genís","I wasn't sure to send it on the second attempt but it worked! Pretty difficult part in the middle of the route, but I did it (not sure how)",Classic,2024-04-14T00:00:00Z,2024-04-14T14:57:35Z,
Tron,,9451539060,http://www.thecrag.com/ascent/9451539060,Onsight,6b,,Sport,Sport,25m,,1,**,348550836,http://www.thecrag.com/route/348550836,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Quim Picó Mora,  Marc Klingenberg,  Genís",Pretty physical start. The rest is very doable and constant. Recommended route!,Very Good,2024-04-14T00:00:00Z,2024-04-14T12:45:46Z,
Sherlock,,9451280547,http://www.thecrag.com/ascent/9451280547,Hang dog,6c,,Sport,Sport,25m,,2,**,348551010,http://www.thecrag.com/route/348551010,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Quim Picó Mora,  Marc Klingenberg,  Genís","Interesting start with two cruxs, one technical and one physical. I liked it but not sure I will be able to send it.",Classic,2024-04-14T00:00:00Z,2024-04-14T11:25:21Z,
Misfits,,9450996966,http://www.thecrag.com/ascent/9450996966,Onsight,6a+,,Sport,Sport,18m,,1,**,348572760,http://www.thecrag.com/route/348572760,Spain,http://www.thecrag.com/area/11747395,Grau dels Matxos,http://www.thecrag.com/area/347804847,Grau dels Matxos,"Quim Picó Mora,  Marc Klingenberg,  Genís","Nice route for a warm-up, nothing crazy and very readable.",Classic,2024-04-14T00:00:00Z,2024-04-14T10:06:01Z,
Que pasa Ra,,9442342695,http://www.thecrag.com/ascent/9442342695,Onsight,6b+,,Sport,Sport,15m,,1,**,5312674119,http://www.thecrag.com/route/5312674119,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,"Quim Picó Mora,  Genís","Nice and very constant route, with a difficult part in the end of the route.",Very Good,2024-04-12T00:00:00Z,2024-04-12T18:38:17Z,
Bruce lee,,9442220853,http://www.thecrag.com/ascent/9442220853,Red point,7a+,,Sport,Sport,18m,,3,**,5312593200,http://www.thecrag.com/route/5312593200,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Quim Picó Mora,  Genís","My first 7a+!!! So happy of how I handled this send attempt! Now, that I was able to send it from the ground, I'm seeing it as a soft 7a+ though.",Classic,2024-04-12T00:00:00Z,2024-04-12T17:41:12Z,
Bruce lee,,9442163673,http://www.thecrag.com/ascent/9442163673,Hang dog,7a+,,Sport,Sport,18m,,3,**,5312593200,http://www.thecrag.com/route/5312593200,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Quim Picó Mora,  Genís",Better second attempt where I could reach further from the ground. However I've done an error with my feet in the 4th bolt and I couldn't handle the 6th bolt correctly. Better sensations though.,Classic,2024-04-12T00:00:00Z,2024-04-12T17:08:17Z,
Bruce lee,,9441945990,http://www.thecrag.com/ascent/9441945990,Hang dog,7a+,,Sport,Sport,18m,,3,**,5312593200,http://www.thecrag.com/route/5312593200,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,"Quim Picó Mora,  Genís","Very interesting first try, where the whole route is very constant from the 3rd bolt. It's my first 7a+, but I'm seeing it doable.",Classic,2024-04-12T00:00:00Z,2024-04-12T16:07:19Z,
Lola Mento,,9441810483,http://www.thecrag.com/ascent/9441810483,Onsight,6a+,,Sport,Sport,17m,,1,*,6119335419,http://www.thecrag.com/route/6119335419,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Mirador,"Quim Picó Mora,  Genís","Nice route for wrap up, where the crux is between the 4th and 5th bolt. The rest is pretty easy.",Very Good,2024-04-12T00:00:00Z,2024-04-12T14:59:32Z,
Ambient de parapent,,9390539175,http://www.thecrag.com/ascent/9390539175,Hang dog,6b+,,Sport,Sport,28m,,1,**,344234724,http://www.thecrag.com/route/344234724,Spain,http://www.thecrag.com/area/11747395,Coll de Nargó,http://www.thecrag.com/area/11882353,Coll de Nargó - Coll Piquer,"Elena Ruiz,  Genís,  Marc Klingenberg,  Ana Mestre,  Ferran Noguera,  Quim Picó Mora",What a fantastic route! 10/10. Super fun with different types of climbing. I couldn't send it on sight because I could handle the first part of the slab. I wanted to try it again but the rain started pretty hard.,Mega Classic,2024-04-01T00:00:00Z,2024-04-01T21:42:33Z,
Bidit malparit,,9390533058,http://www.thecrag.com/ascent/9390533058,Attempt,6c+,,Sport,Sport,8m,,2,*,344234226,http://www.thecrag.com/route/344234226,Spain,http://www.thecrag.com/area/11747395,Coll de Nargó,http://www.thecrag.com/area/11882353,Coll de Nargó - Coll Piquer,"Elena Ruiz,  Genís,  Marc Klingenberg,  Ana Mestre,  Ferran Noguera,  Quim Picó Mora",Not really doable due to the difficult of the two finger pocket. Not for me.,Very Good,2024-04-01T00:00:00Z,2024-04-01T21:41:21Z,
Bidit malparit,,9387661803,http://www.thecrag.com/ascent/9387661803,Hang dog,6c+,,Sport,Sport,8m,,2,*,344234226,http://www.thecrag.com/route/344234226,Spain,http://www.thecrag.com/area/11747395,Coll de Nargó,http://www.thecrag.com/area/11882353,Coll de Nargó - Coll Piquer,"Elena Ruiz,  Genís,  Marc Klingenberg,  Ana Mestre,  Ferran Noguera,  Quim Picó Mora","What a route! The name of the route is self-explanatory. The tiny two finger pocket is very clear but you need to push very hard to the second bolt. Afterwards, it's easy.",Very Good,2024-04-01T00:00:00Z,2024-04-01T12:54:10Z,
Tuf de tu,,9387391899,http://www.thecrag.com/ascent/9387391899,Onsight,6b,,Sport,Sport,18m,,1,**,344235807,http://www.thecrag.com/route/344235807,Spain,http://www.thecrag.com/area/11747395,Coll de Nargó,http://www.thecrag.com/area/11882353,Coll de Nargó - Coll Piquer,"Elena Ruiz,  Genís,  Marc Klingenberg,  Ana Mestre,  Ferran Noguera,  Quim Picó Mora","What a fantastic slab from the top! The guide says it's a 6b, not a 6a+, and I agree.",Classic,2024-04-01T00:00:00Z,2024-04-01T11:51:16Z,
Peus de moix,,9387374433,http://www.thecrag.com/ascent/9387374433,Onsight,6a,,Sport,Sport,18m,,1,*,344235672,http://www.thecrag.com/route/344235672,Spain,http://www.thecrag.com/area/11747395,Coll de Nargó,http://www.thecrag.com/area/11882353,Coll de Nargó - Coll Piquer,"Elena Ruiz,  Genís,  Marc Klingenberg,  Ana Mestre,  Ferran Noguera,  Quim Picó Mora",Nice and correct route. The difficult part is between the second and third bolts.,Classic,2024-04-01T00:00:00Z,2024-04-01T11:47:37Z,
Etu que eh,,9372663363,http://www.thecrag.com/ascent/9372663363,Onsight,6b+,,Sport,Sport,20m,,1,**,344235534,http://www.thecrag.com/route/344235534,Spain,http://www.thecrag.com/area/11747395,Coll de Nargó,http://www.thecrag.com/area/11882353,Coll de Nargó - Coll Piquer,"Genís,  Elena Ruiz",Easy to read beginning but and en ending slab a bit tricky. Very nice route anyways.,Very Good,2024-03-30T00:00:00Z,2024-03-30T18:32:55Z,
El Jordi no vol caure,,9372649581,http://www.thecrag.com/ascent/9372649581,Onsight,6b,,Sport,Sport,20m,,1,*,344235411,http://www.thecrag.com/route/344235411,Spain,http://www.thecrag.com/area/11747395,Coll de Nargó,http://www.thecrag.com/area/11882353,Coll de Nargó - Coll Piquer,"Genís,  Elena Ruiz","Difficult beginning and some parts of tricky slabs, but very nice crag.",Good,2024-03-30T00:00:00Z,2024-03-30T18:26:53Z,
Keiser sôze,,9341110995,http://www.thecrag.com/ascent/9341110995,Onsight,6c,,Sport,Sport,15m,,1,**,5312164149,http://www.thecrag.com/route/5312164149,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Mirador,Marc Klingenberg,So happy to be able to on-sight this route. There's no special crux since it's very constant. Important to take rests where you can because you can get pumped easily.,Classic,2024-03-24T00:00:00Z,2024-03-24T15:36:40Z,
Pacollons,,9340788765,http://www.thecrag.com/ascent/9340788765,Red point,6c,,Sport,Sport,18m,,2,*,5312594394,http://www.thecrag.com/route/5312594394,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,Marc Klingenberg,"After months of the first attempt, we came back and I was able to send it. Having though the beta told before the send it makes it much easier.",Classic,2024-03-24T00:00:00Z,2024-03-24T14:39:34Z,
Tu Rai Charles,,9340639251,http://www.thecrag.com/ascent/9340639251,Red point,7a,,Sport,Sport,15m,,5,**,5312697858,http://www.thecrag.com/route/5312697858,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Marc Klingenberg,"It's over! After a perfect attempt without almost errors, I could handle the pump and sending it as I was thinking. Very happy for it!",Classic,2024-03-24T00:00:00Z,2024-03-24T13:31:13Z,
Tu Rai Charles,,9340552125,http://www.thecrag.com/ascent/9340552125,Hang dog,7a,,Sport,Sport,15m,,5,**,5312697858,http://www.thecrag.com/route/5312697858,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Marc Klingenberg,"Better second attempt of the day but I couldn't handle the quickdraw just before the crux. After resting there, I have been able to send the whole thing from there until the anchor.",Classic,2024-03-24T00:00:00Z,2024-03-24T12:47:45Z,
Tu Rai Charles,,9340434555,http://www.thecrag.com/ascent/9340434555,Hang dog,7a,,Sport,Sport,15m,,5,**,5312697858,http://www.thecrag.com/route/5312697858,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Marc Klingenberg,"First attempt of the day, with quickdraws setup. It was more an exploratory attempt than anything else.",Classic,2024-03-24T00:00:00Z,2024-03-24T11:56:46Z,
sn,,9339917097,http://www.thecrag.com/ascent/9339917097,Onsight,6a+,,Sport,Sport,20m,,1,**,5312376084,http://www.thecrag.com/route/5312376084,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - La Cascada,Marc Klingenberg,"Interesting route where there's something a bit difficult to read between the 3rd and 4th bolt. The part form the anchor is a bit sandy, but all good.",Very Good,2024-03-24T00:00:00Z,2024-03-24T10:55:24Z,
Tu Rai Charles,,9268901427,http://www.thecrag.com/ascent/9268901427,Hang dog,7a,,Sport,Sport,15m,,5,**,5312697858,http://www.thecrag.com/route/5312697858,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Marc Klingenberg,"Fantastic second attempt but fell at the end of the crux, in the last but one bolt. I was so pumped and fingers were too cold. Happy anyway!",Classic,2024-03-08T00:00:00Z,2024-03-08T19:25:51Z,
Tu Rai Charles,,9268898004,http://www.thecrag.com/ascent/9268898004,Hang dog,7a,,Sport,Sport,15m,,5,**,5312697858,http://www.thecrag.com/route/5312697858,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Marc Klingenberg,Nice first on-sight attempt where I was able to understand all the movements but doing some rests since I wasn't so efficient.,Classic,2024-03-08T00:00:00Z,2024-03-08T19:24:20Z,
Fauna intestinal,,9268448613,http://www.thecrag.com/ascent/9268448613,Onsight,6a+,,Sport,Sport,15m,,1,*,5312674020,http://www.thecrag.com/route/5312674020,Spain,http://www.thecrag.com/area/11747395,Cervello,http://www.thecrag.com/area/103094502,Cervello - Vallirana - La Cascada - El Soldat Romà,Marc Klingenberg,Nice 6a+ for warm-up with a last bolt pretty interesting. I would say it's a soft 6a+.,Very Good,2024-03-08T00:00:00Z,2024-03-08T16:10:23Z,
